vote96,mhealth_sum,age,educ,black,female,married,inc10
1.0,NA,72.0,9.0,0.0,1.0,1.0,NA
1.0,NA,22.0,14.0,0.0,0.0,0.0,4.814899921417236
1.0,0.0,47.0,15.0,0.0,0.0,1.0,NA
NA,0.0,69.0,12.0,0.0,1.0,0.0,NA
1.0,0.0,46.0,15.0,0.0,1.0,0.0,2.5411999225616455
0.0,NA,68.0,8.0,1.0,1.0,1.0,2.9423999786376953
0.0,NA,24.0,12.0,0.0,0.0,0.0,0.4814999997615814
1.0,4.0,68.0,12.0,1.0,0.0,1.0,2.9423999786376953
0.0,5.0,36.0,9.0,0.0,1.0,0.0,2.9423999786376953
NA,NA,39.0,8.0,0.0,0.0,1.0,3.477400064468384
0.0,0.0,27.0,14.0,0.0,0.0,0.0,5.884900093078613
0.0,NA,28.0,9.0,0.0,0.0,1.0,3.477400064468384
0.0,NA,32.0,10.0,0.0,1.0,0.0,0.5885000228881836
0.0,10.0,22.0,11.0,0.0,1.0,0.0,1.738700032234192
1.0,6.0,87.0,16.0,0.0,1.0,0.0,NA
1.0,NA,52.0,17.0,0.0,1.0,0.0,5.884900093078613
1.0,3.0,73.0,13.0,0.0,1.0,1.0,4.012400150299072
1.0,NA,41.0,19.0,0.0,0.0,1.0,10.699799537658691
1.0,2.0,30.0,16.0,0.0,1.0,1.0,8.827300071716309
1.0,NA,70.0,15.0,0.0,1.0,1.0,10.699799537658691
1.0,0.0,72.0,16.0,0.0,1.0,1.0,10.699799537658691
1.0,8.0,83.0,16.0,0.0,1.0,0.0,0.05350000038743019
NA,1.0,34.0,12.0,0.0,1.0,0.0,4.012400150299072
1.0,NA,39.0,20.0,0.0,0.0,1.0,14.879599571228027
1.0,NA,58.0,17.0,0.0,1.0,1.0,14.879599571228027
1.0,7.0,45.0,12.0,0.0,0.0,1.0,4.012400150299072
1.0,2.0,72.0,19.0,0.0,1.0,0.0,5.884900093078613
1.0,NA,61.0,13.0,0.0,1.0,1.0,14.879599571228027
1.0,3.0,54.0,18.0,0.0,1.0,1.0,10.699799537658691
1.0,NA,65.0,13.0,0.0,1.0,0.0,2.273699998855591
1.0,NA,39.0,20.0,0.0,0.0,1.0,14.879599571228027
1.0,1.0,73.0,18.0,0.0,0.0,1.0,NA
1.0,NA,70.0,13.0,0.0,1.0,0.0,NA
1.0,NA,79.0,16.0,0.0,0.0,0.0,4.814899921417236
0.0,NA,74.0,10.0,0.0,0.0,1.0,4.012400150299072
1.0,NA,38.0,18.0,0.0,1.0,1.0,10.699799537658691
1.0,NA,79.0,20.0,0.0,0.0,0.0,NA
1.0,1.0,56.0,16.0,0.0,0.0,1.0,14.879599571228027
1.0,1.0,71.0,14.0,0.0,0.0,1.0,14.879599571228027
1.0,NA,84.0,14.0,0.0,0.0,1.0,NA
1.0,2.0,51.0,13.0,0.0,1.0,0.0,1.2036999464035034
1.0,7.0,57.0,12.0,0.0,1.0,0.0,0.05350000038743019
1.0,NA,73.0,12.0,0.0,1.0,0.0,10.699799537658691
1.0,1.0,43.0,20.0,0.0,0.0,1.0,10.699799537658691
1.0,1.0,53.0,17.0,0.0,1.0,1.0,4.814899921417236
1.0,0.0,87.0,12.0,0.0,1.0,0.0,NA
1.0,NA,39.0,16.0,0.0,1.0,1.0,14.879599571228027
1.0,0.0,25.0,13.0,0.0,0.0,0.0,7.222300052642822
1.0,NA,78.0,12.0,0.0,1.0,1.0,4.814899921417236
0.0,NA,75.0,12.0,1.0,1.0,0.0,1.2036999464035034
0.0,0.0,53.0,12.0,0.0,0.0,0.0,2.9423999786376953
1.0,16.0,52.0,11.0,1.0,0.0,1.0,1.4711999893188477
1.0,NA,30.0,14.0,0.0,0.0,0.0,4.012400150299072
1.0,2.0,32.0,13.0,1.0,1.0,0.0,2.9423999786376953
1.0,1.0,47.0,6.0,0.0,1.0,1.0,NA
0.0,NA,26.0,12.0,1.0,0.0,0.0,1.738700032234192
1.0,NA,22.0,14.0,0.0,1.0,0.0,2.273699998855591
1.0,NA,37.0,16.0,0.0,1.0,1.0,10.699799537658691
1.0,1.0,37.0,14.0,0.0,1.0,0.0,1.2036999464035034
0.0,2.0,25.0,11.0,0.0,1.0,0.0,0.21400000154972076
NA,3.0,20.0,8.0,0.0,1.0,0.0,0.4814999997615814
1.0,0.0,69.0,8.0,0.0,1.0,0.0,1.4711999893188477
1.0,NA,80.0,9.0,0.0,1.0,0.0,0.9629999995231628
0.0,5.0,86.0,12.0,0.0,1.0,0.0,0.6955000162124634
1.0,NA,82.0,9.0,0.0,1.0,0.0,0.9629999995231628
1.0,8.0,73.0,8.0,0.0,1.0,1.0,1.4711999893188477
0.0,NA,74.0,12.0,0.0,1.0,0.0,0.8025000095367432
1.0,NA,54.0,8.0,0.0,0.0,1.0,1.738700032234192
1.0,2.0,61.0,11.0,0.0,0.0,1.0,0.6955000162124634
1.0,2.0,51.0,18.0,0.0,1.0,1.0,NA
0.0,1.0,45.0,17.0,0.0,0.0,1.0,7.222300052642822
NA,NA,43.0,16.0,0.0,1.0,1.0,4.012400150299072
NA,1.0,52.0,17.0,0.0,0.0,0.0,8.827300071716309
1.0,NA,67.0,13.0,0.0,1.0,1.0,10.699799537658691
1.0,1.0,49.0,12.0,0.0,1.0,1.0,NA
NA,NA,19.0,12.0,0.0,1.0,0.0,NA
1.0,NA,51.0,12.0,0.0,1.0,1.0,4.814899921417236
1.0,2.0,62.0,12.0,0.0,0.0,1.0,5.884900093078613
1.0,NA,35.0,18.0,0.0,1.0,0.0,4.012400150299072
1.0,NA,75.0,8.0,1.0,0.0,0.0,2.273699998855591
NA,NA,19.0,11.0,0.0,0.0,0.0,NA
1.0,2.0,34.0,14.0,0.0,0.0,1.0,7.222300052642822
0.0,2.0,33.0,11.0,0.0,0.0,0.0,7.222300052642822
1.0,7.0,75.0,13.0,0.0,1.0,0.0,2.006200075149536
0.0,0.0,30.0,16.0,0.0,1.0,1.0,3.477400064468384
0.0,NA,53.0,14.0,0.0,1.0,1.0,8.827300071716309
0.0,NA,23.0,12.0,1.0,0.0,0.0,1.738700032234192
1.0,NA,47.0,12.0,0.0,0.0,1.0,4.012400150299072
NA,5.0,19.0,13.0,1.0,1.0,0.0,1.738700032234192
0.0,NA,76.0,11.0,0.0,1.0,0.0,2.006200075149536
1.0,NA,67.0,12.0,0.0,1.0,1.0,3.477400064468384
0.0,0.0,42.0,9.0,0.0,1.0,1.0,5.884900093078613
0.0,7.0,28.0,14.0,0.0,1.0,0.0,0.37450000643730164
0.0,0.0,36.0,12.0,1.0,1.0,0.0,0.5885000228881836
NA,NA,29.0,12.0,1.0,0.0,0.0,1.738700032234192
NA,7.0,19.0,10.0,1.0,1.0,0.0,0.05350000038743019
1.0,NA,62.0,9.0,1.0,1.0,0.0,NA
0.0,1.0,24.0,9.0,1.0,1.0,0.0,0.05350000038743019
1.0,5.0,28.0,13.0,1.0,1.0,0.0,0.5885000228881836
0.0,NA,47.0,12.0,0.0,0.0,0.0,7.222300052642822
1.0,NA,40.0,3.0,0.0,0.0,1.0,0.37450000643730164
1.0,NA,48.0,14.0,0.0,0.0,0.0,5.884900093078613
0.0,1.0,71.0,13.0,0.0,1.0,1.0,2.273699998855591
1.0,8.0,47.0,3.0,0.0,0.0,1.0,0.05350000038743019
1.0,3.0,42.0,12.0,0.0,0.0,0.0,2.9423999786376953
0.0,5.0,30.0,12.0,0.0,0.0,1.0,1.2036999464035034
1.0,NA,55.0,12.0,0.0,0.0,1.0,7.222300052642822
0.0,NA,33.0,11.0,0.0,0.0,0.0,NA
0.0,1.0,35.0,13.0,1.0,0.0,0.0,4.814899921417236
0.0,5.0,31.0,13.0,1.0,0.0,1.0,4.814899921417236
1.0,NA,50.0,11.0,0.0,0.0,0.0,4.814899921417236
0.0,7.0,71.0,4.0,0.0,1.0,1.0,3.477400064468384
1.0,1.0,28.0,14.0,0.0,0.0,0.0,4.012400150299072
1.0,NA,66.0,12.0,0.0,1.0,0.0,1.4711999893188477
0.0,15.0,80.0,12.0,0.0,1.0,0.0,1.2036999464035034
1.0,NA,45.0,16.0,0.0,0.0,0.0,3.477400064468384
1.0,NA,39.0,12.0,0.0,1.0,1.0,7.222300052642822
0.0,5.0,73.0,11.0,0.0,1.0,1.0,2.006200075149536
0.0,1.0,35.0,11.0,0.0,0.0,1.0,7.222300052642822
0.0,NA,62.0,9.0,0.0,1.0,0.0,2.006200075149536
0.0,NA,41.0,10.0,0.0,1.0,1.0,5.884900093078613
1.0,3.0,60.0,12.0,0.0,1.0,0.0,4.814899921417236
0.0,2.0,51.0,12.0,0.0,0.0,0.0,0.9629999995231628
1.0,NA,71.0,9.0,0.0,1.0,1.0,NA
0.0,0.0,46.0,18.0,0.0,1.0,1.0,10.699799537658691
NA,6.0,19.0,10.0,0.0,1.0,0.0,0.05350000038743019
1.0,NA,43.0,14.0,0.0,0.0,0.0,0.6955000162124634
1.0,3.0,28.0,12.0,0.0,1.0,1.0,2.9423999786376953
1.0,NA,65.0,14.0,0.0,0.0,1.0,5.884900093078613
1.0,2.0,33.0,14.0,0.0,0.0,0.0,5.884900093078613
1.0,NA,26.0,16.0,0.0,1.0,0.0,10.699799537658691
1.0,0.0,34.0,16.0,0.0,1.0,1.0,8.827300071716309
1.0,NA,38.0,16.0,0.0,1.0,0.0,4.012400150299072
1.0,2.0,21.0,14.0,0.0,0.0,1.0,2.273699998855591
1.0,NA,61.0,14.0,0.0,1.0,0.0,3.477400064468384
1.0,2.0,30.0,17.0,0.0,0.0,0.0,2.9423999786376953
1.0,2.0,37.0,14.0,0.0,1.0,0.0,2.9423999786376953
1.0,2.0,37.0,13.0,0.0,1.0,1.0,8.827300071716309
1.0,NA,79.0,12.0,0.0,1.0,1.0,2.9423999786376953
1.0,NA,32.0,15.0,0.0,1.0,0.0,1.738700032234192
1.0,NA,34.0,15.0,0.0,1.0,0.0,2.273699998855591
1.0,1.0,30.0,20.0,0.0,0.0,1.0,4.012400150299072
NA,NA,19.0,12.0,0.0,1.0,0.0,7.222300052642822
1.0,1.0,46.0,16.0,0.0,1.0,1.0,14.879599571228027
0.0,0.0,48.0,20.0,0.0,1.0,0.0,10.699799537658691
0.0,NA,31.0,20.0,0.0,0.0,0.0,7.222300052642822
NA,NA,67.0,12.0,0.0,1.0,0.0,1.4711999893188477
0.0,NA,27.0,12.0,0.0,1.0,1.0,1.738700032234192
1.0,NA,44.0,14.0,0.0,0.0,0.0,4.814899921417236
1.0,NA,51.0,18.0,0.0,1.0,1.0,5.884900093078613
0.0,4.0,30.0,12.0,0.0,1.0,0.0,2.9423999786376953
1.0,2.0,45.0,18.0,0.0,1.0,0.0,5.884900093078613
1.0,1.0,32.0,15.0,0.0,0.0,0.0,1.2036999464035034
1.0,0.0,67.0,19.0,0.0,1.0,0.0,2.9423999786376953
1.0,NA,63.0,16.0,0.0,1.0,0.0,2.9423999786376953
1.0,0.0,69.0,12.0,0.0,0.0,1.0,4.814899921417236
1.0,NA,31.0,20.0,0.0,1.0,1.0,7.222300052642822
1.0,0.0,36.0,16.0,0.0,0.0,0.0,2.9423999786376953
1.0,2.0,20.0,13.0,0.0,1.0,0.0,1.4711999893188477
1.0,1.0,39.0,14.0,0.0,0.0,1.0,5.884900093078613
1.0,NA,36.0,16.0,0.0,1.0,1.0,4.814899921417236
NA,NA,22.0,15.0,0.0,0.0,0.0,10.699799537658691
1.0,1.0,31.0,16.0,0.0,1.0,1.0,3.477400064468384
1.0,NA,35.0,14.0,0.0,1.0,1.0,10.699799537658691
1.0,3.0,47.0,15.0,0.0,0.0,1.0,7.222300052642822
1.0,NA,46.0,16.0,0.0,1.0,1.0,7.222300052642822
1.0,NA,40.0,20.0,0.0,1.0,1.0,14.879599571228027
1.0,0.0,63.0,12.0,0.0,0.0,1.0,8.827300071716309
1.0,NA,73.0,12.0,0.0,1.0,0.0,NA
0.0,NA,82.0,12.0,0.0,1.0,0.0,2.273699998855591
1.0,NA,63.0,12.0,0.0,1.0,1.0,0.21400000154972076
1.0,NA,41.0,16.0,0.0,0.0,1.0,7.222300052642822
1.0,0.0,67.0,12.0,0.0,1.0,0.0,1.2036999464035034
1.0,0.0,41.0,12.0,0.0,0.0,1.0,4.814899921417236
1.0,0.0,67.0,12.0,0.0,1.0,1.0,NA
1.0,NA,30.0,12.0,0.0,0.0,1.0,2.273699998855591
1.0,NA,29.0,13.0,1.0,0.0,0.0,0.4814999997615814
0.0,3.0,24.0,16.0,0.0,0.0,0.0,0.05350000038743019
1.0,13.0,40.0,16.0,0.0,1.0,0.0,0.6955000162124634
0.0,NA,23.0,16.0,0.0,1.0,0.0,1.2036999464035034
0.0,12.0,29.0,11.0,0.0,0.0,1.0,1.738700032234192
1.0,1.0,37.0,13.0,0.0,0.0,1.0,2.9423999786376953
0.0,NA,26.0,15.0,0.0,1.0,0.0,3.477400064468384
1.0,0.0,69.0,12.0,0.0,0.0,1.0,1.738700032234192
0.0,1.0,28.0,13.0,0.0,1.0,1.0,4.814899921417236
1.0,NA,75.0,8.0,0.0,1.0,0.0,NA
1.0,0.0,34.0,16.0,0.0,1.0,1.0,3.477400064468384
1.0,1.0,21.0,12.0,0.0,0.0,0.0,10.699799537658691
1.0,NA,63.0,14.0,0.0,1.0,1.0,2.9423999786376953
1.0,NA,63.0,18.0,0.0,1.0,1.0,7.222300052642822
1.0,1.0,58.0,12.0,0.0,1.0,0.0,2.273699998855591
1.0,3.0,78.0,15.0,0.0,1.0,1.0,NA
1.0,2.0,52.0,13.0,0.0,0.0,1.0,4.814899921417236
0.0,0.0,80.0,12.0,0.0,1.0,1.0,NA
1.0,NA,33.0,12.0,0.0,0.0,1.0,4.012400150299072
1.0,NA,39.0,15.0,0.0,1.0,1.0,8.827300071716309
1.0,4.0,35.0,12.0,0.0,0.0,0.0,3.477400064468384
0.0,NA,28.0,12.0,0.0,0.0,0.0,NA
1.0,NA,36.0,14.0,0.0,1.0,0.0,0.4814999997615814
1.0,NA,56.0,18.0,0.0,1.0,1.0,10.699799537658691
0.0,NA,22.0,14.0,0.0,1.0,0.0,10.699799537658691
1.0,1.0,72.0,12.0,0.0,0.0,0.0,2.273699998855591
1.0,2.0,74.0,12.0,0.0,1.0,0.0,NA
1.0,NA,45.0,15.0,0.0,1.0,1.0,8.827300071716309
1.0,2.0,33.0,12.0,0.0,1.0,1.0,3.477400064468384
1.0,NA,32.0,12.0,0.0,1.0,1.0,4.814899921417236
1.0,NA,49.0,12.0,0.0,1.0,0.0,1.738700032234192
1.0,4.0,47.0,17.0,0.0,1.0,0.0,4.814899921417236
1.0,9.0,51.0,12.0,0.0,1.0,1.0,NA
1.0,NA,45.0,12.0,0.0,1.0,1.0,5.884900093078613
1.0,2.0,55.0,18.0,0.0,0.0,1.0,5.884900093078613
1.0,NA,82.0,16.0,0.0,1.0,0.0,NA
1.0,NA,42.0,14.0,0.0,0.0,0.0,0.5885000228881836
1.0,4.0,27.0,16.0,0.0,0.0,0.0,2.5411999225616455
0.0,NA,20.0,12.0,0.0,1.0,0.0,1.738700032234192
1.0,1.0,33.0,14.0,0.0,1.0,0.0,8.827300071716309
0.0,8.0,63.0,11.0,0.0,0.0,1.0,NA
NA,NA,19.0,11.0,0.0,1.0,0.0,0.21400000154972076
1.0,11.0,45.0,11.0,0.0,0.0,0.0,1.2036999464035034
1.0,NA,43.0,12.0,0.0,1.0,0.0,4.814899921417236
1.0,NA,67.0,14.0,0.0,1.0,0.0,NA
0.0,NA,45.0,16.0,0.0,1.0,1.0,7.222300052642822
0.0,NA,34.0,12.0,0.0,0.0,0.0,4.814899921417236
0.0,7.0,37.0,11.0,0.0,0.0,1.0,3.477400064468384
1.0,NA,32.0,14.0,0.0,1.0,0.0,0.37450000643730164
0.0,NA,37.0,12.0,0.0,1.0,1.0,4.814899921417236
1.0,3.0,49.0,16.0,0.0,1.0,1.0,2.273699998855591
0.0,NA,39.0,12.0,0.0,1.0,1.0,1.738700032234192
0.0,2.0,51.0,12.0,0.0,1.0,0.0,5.884900093078613
1.0,8.0,33.0,15.0,0.0,1.0,0.0,0.9629999995231628
1.0,NA,64.0,8.0,0.0,1.0,1.0,1.4711999893188477
1.0,6.0,36.0,11.0,0.0,0.0,0.0,0.4814999997615814
0.0,NA,34.0,12.0,0.0,1.0,0.0,2.9423999786376953
0.0,4.0,87.0,12.0,0.0,1.0,0.0,3.477400064468384
NA,7.0,19.0,8.0,0.0,1.0,0.0,NA
1.0,NA,39.0,16.0,1.0,1.0,1.0,5.884900093078613
1.0,3.0,50.0,10.0,0.0,1.0,1.0,5.884900093078613
0.0,5.0,40.0,13.0,0.0,0.0,0.0,3.477400064468384
1.0,NA,51.0,20.0,0.0,1.0,0.0,2.9423999786376953
0.0,0.0,36.0,13.0,0.0,1.0,0.0,0.9629999995231628
1.0,NA,23.0,13.0,0.0,0.0,0.0,5.884900093078613
0.0,NA,21.0,12.0,0.0,1.0,0.0,3.477400064468384
NA,NA,36.0,12.0,1.0,0.0,1.0,2.5411999225616455
0.0,NA,23.0,13.0,0.0,0.0,1.0,2.006200075149536
0.0,NA,28.0,12.0,1.0,1.0,1.0,2.273699998855591
NA,4.0,18.0,12.0,0.0,1.0,0.0,NA
1.0,NA,51.0,16.0,0.0,1.0,1.0,8.827300071716309
1.0,2.0,43.0,16.0,0.0,0.0,1.0,8.827300071716309
NA,9.0,20.0,12.0,0.0,1.0,0.0,0.4814999997615814
1.0,NA,65.0,12.0,0.0,1.0,0.0,0.9629999995231628
0.0,NA,56.0,10.0,0.0,1.0,1.0,4.012400150299072
1.0,1.0,34.0,16.0,0.0,1.0,1.0,7.222300052642822
NA,6.0,18.0,11.0,0.0,0.0,0.0,NA
1.0,NA,86.0,14.0,0.0,0.0,0.0,NA
0.0,8.0,21.0,12.0,0.0,1.0,0.0,1.2036999464035034
0.0,6.0,63.0,13.0,0.0,1.0,0.0,0.9629999995231628
1.0,NA,40.0,12.0,0.0,0.0,1.0,3.477400064468384
1.0,0.0,65.0,13.0,0.0,0.0,1.0,7.222300052642822
1.0,9.0,50.0,12.0,0.0,1.0,1.0,2.9423999786376953
1.0,1.0,38.0,19.0,0.0,0.0,1.0,14.879599571228027
0.0,1.0,85.0,14.0,0.0,0.0,1.0,2.9423999786376953
1.0,7.0,23.0,13.0,0.0,1.0,0.0,4.012400150299072
0.0,NA,41.0,16.0,0.0,0.0,0.0,2.5411999225616455
0.0,4.0,47.0,12.0,0.0,0.0,1.0,3.477400064468384
1.0,1.0,40.0,16.0,0.0,1.0,1.0,5.884900093078613
0.0,NA,33.0,16.0,0.0,1.0,0.0,2.273699998855591
1.0,NA,45.0,12.0,1.0,0.0,0.0,0.05350000038743019
1.0,0.0,75.0,15.0,0.0,1.0,0.0,1.4711999893188477
1.0,NA,32.0,20.0,0.0,1.0,1.0,NA
1.0,0.0,61.0,14.0,0.0,0.0,1.0,4.814899921417236
0.0,NA,44.0,6.0,0.0,0.0,1.0,2.5411999225616455
1.0,NA,36.0,16.0,0.0,0.0,0.0,2.5411999225616455
0.0,NA,33.0,12.0,0.0,0.0,0.0,5.884900093078613
1.0,4.0,30.0,16.0,0.0,0.0,0.0,3.477400064468384
1.0,3.0,24.0,14.0,0.0,1.0,0.0,2.5411999225616455
0.0,NA,87.0,13.0,0.0,0.0,0.0,0.21400000154972076
1.0,NA,62.0,12.0,0.0,0.0,1.0,7.222300052642822
0.0,NA,20.0,11.0,0.0,1.0,0.0,2.5411999225616455
1.0,NA,27.0,16.0,0.0,0.0,0.0,2.273699998855591
0.0,4.0,41.0,17.0,0.0,1.0,1.0,8.827300071716309
0.0,7.0,24.0,12.0,0.0,0.0,0.0,2.273699998855591
1.0,NA,47.0,12.0,0.0,0.0,1.0,7.222300052642822
1.0,NA,89.0,12.0,0.0,1.0,0.0,NA
1.0,4.0,49.0,12.0,0.0,0.0,1.0,7.222300052642822
1.0,1.0,24.0,12.0,0.0,1.0,0.0,4.012400150299072
0.0,NA,20.0,12.0,0.0,0.0,0.0,3.477400064468384
0.0,NA,41.0,13.0,0.0,0.0,0.0,3.477400064468384
NA,1.0,19.0,13.0,0.0,0.0,0.0,4.814899921417236
1.0,1.0,66.0,9.0,0.0,1.0,1.0,NA
1.0,NA,42.0,12.0,0.0,1.0,1.0,NA
1.0,NA,34.0,12.0,0.0,1.0,1.0,1.4711999893188477
0.0,0.0,42.0,12.0,0.0,0.0,1.0,3.477400064468384
1.0,NA,34.0,16.0,0.0,0.0,0.0,2.9423999786376953
1.0,NA,68.0,8.0,0.0,1.0,1.0,NA
0.0,NA,63.0,9.0,0.0,0.0,1.0,4.814899921417236
0.0,1.0,60.0,12.0,0.0,1.0,1.0,7.222300052642822
1.0,NA,32.0,16.0,0.0,0.0,1.0,5.884900093078613
1.0,0.0,77.0,10.0,0.0,1.0,0.0,NA
1.0,1.0,25.0,13.0,0.0,1.0,1.0,5.884900093078613
0.0,3.0,39.0,11.0,0.0,0.0,0.0,4.012400150299072
0.0,NA,27.0,10.0,0.0,1.0,0.0,2.006200075149536
0.0,NA,39.0,12.0,0.0,1.0,1.0,2.273699998855591
0.0,2.0,57.0,10.0,0.0,1.0,1.0,NA
1.0,2.0,35.0,18.0,1.0,1.0,0.0,3.477400064468384
0.0,8.0,24.0,11.0,0.0,1.0,0.0,NA
1.0,NA,51.0,12.0,1.0,0.0,1.0,2.273699998855591
0.0,8.0,41.0,10.0,0.0,1.0,0.0,2.9423999786376953
1.0,NA,24.0,12.0,1.0,1.0,1.0,2.273699998855591
1.0,NA,40.0,16.0,0.0,0.0,1.0,5.884900093078613
1.0,2.0,64.0,12.0,0.0,0.0,1.0,5.884900093078613
1.0,NA,49.0,12.0,0.0,0.0,1.0,7.222300052642822
NA,NA,49.0,13.0,0.0,0.0,1.0,10.699799537658691
1.0,NA,68.0,14.0,0.0,1.0,1.0,3.477400064468384
1.0,0.0,55.0,16.0,0.0,1.0,0.0,4.012400150299072
1.0,1.0,53.0,14.0,0.0,0.0,1.0,10.699799537658691
1.0,0.0,62.0,14.0,0.0,0.0,0.0,1.2036999464035034
1.0,NA,84.0,12.0,0.0,1.0,0.0,1.4711999893188477
0.0,0.0,32.0,14.0,0.0,0.0,0.0,2.5411999225616455
1.0,1.0,81.0,10.0,0.0,1.0,0.0,1.4711999893188477
1.0,NA,23.0,16.0,0.0,0.0,0.0,2.9423999786376953
0.0,NA,31.0,12.0,0.0,1.0,1.0,1.4711999893188477
1.0,NA,73.0,9.0,0.0,1.0,0.0,0.6955000162124634
0.0,4.0,30.0,12.0,0.0,0.0,0.0,3.477400064468384
0.0,3.0,40.0,11.0,0.0,0.0,1.0,NA
1.0,0.0,63.0,14.0,0.0,1.0,1.0,NA
1.0,0.0,68.0,16.0,0.0,0.0,1.0,1.738700032234192
1.0,NA,43.0,18.0,0.0,1.0,0.0,NA
1.0,2.0,28.0,12.0,0.0,1.0,1.0,3.477400064468384
1.0,NA,34.0,12.0,0.0,1.0,1.0,2.9423999786376953
1.0,NA,72.0,12.0,0.0,1.0,1.0,3.477400064468384
1.0,2.0,67.0,15.0,0.0,0.0,1.0,0.9629999995231628
NA,NA,66.0,10.0,0.0,1.0,1.0,4.012400150299072
NA,NA,40.0,14.0,0.0,1.0,1.0,5.884900093078613
1.0,0.0,70.0,13.0,0.0,0.0,1.0,2.9423999786376953
0.0,0.0,39.0,15.0,0.0,0.0,0.0,2.273699998855591
1.0,2.0,84.0,15.0,0.0,1.0,1.0,2.9423999786376953
1.0,0.0,75.0,12.0,0.0,0.0,1.0,4.012400150299072
0.0,NA,43.0,NA,0.0,1.0,1.0,5.884900093078613
1.0,2.0,82.0,12.0,0.0,0.0,0.0,NA
0.0,NA,34.0,12.0,0.0,0.0,0.0,10.699799537658691
1.0,NA,56.0,13.0,0.0,1.0,1.0,8.827300071716309
1.0,0.0,40.0,13.0,0.0,0.0,1.0,14.879599571228027
1.0,NA,53.0,14.0,0.0,1.0,0.0,10.699799537658691
0.0,0.0,36.0,12.0,0.0,1.0,0.0,1.738700032234192
1.0,0.0,74.0,16.0,0.0,0.0,1.0,4.012400150299072
1.0,0.0,59.0,12.0,0.0,1.0,1.0,14.879599571228027
1.0,NA,51.0,14.0,1.0,0.0,1.0,5.884900093078613
1.0,7.0,45.0,12.0,1.0,0.0,1.0,5.884900093078613
1.0,NA,33.0,15.0,0.0,1.0,1.0,4.814899921417236
0.0,NA,53.0,12.0,0.0,0.0,0.0,NA
1.0,NA,45.0,14.0,1.0,1.0,0.0,1.4711999893188477
1.0,0.0,66.0,14.0,0.0,0.0,0.0,5.884900093078613
1.0,NA,65.0,10.0,0.0,1.0,0.0,0.6955000162124634
0.0,0.0,79.0,8.0,0.0,1.0,0.0,NA
1.0,0.0,73.0,16.0,0.0,1.0,0.0,2.273699998855591
0.0,4.0,56.0,NA,0.0,1.0,0.0,0.6955000162124634
NA,0.0,48.0,12.0,0.0,1.0,0.0,2.5411999225616455
0.0,4.0,29.0,14.0,0.0,0.0,0.0,2.5411999225616455
1.0,3.0,44.0,16.0,0.0,0.0,0.0,2.9423999786376953
0.0,NA,34.0,9.0,0.0,0.0,0.0,1.738700032234192
1.0,NA,35.0,12.0,1.0,1.0,0.0,0.9629999995231628
0.0,NA,58.0,12.0,0.0,0.0,1.0,4.012400150299072
0.0,0.0,39.0,12.0,0.0,0.0,0.0,1.738700032234192
1.0,NA,35.0,12.0,0.0,1.0,0.0,2.273699998855591
1.0,0.0,45.0,12.0,1.0,0.0,1.0,0.4814999997615814
0.0,NA,44.0,11.0,1.0,0.0,1.0,2.273699998855591
0.0,NA,51.0,12.0,0.0,1.0,0.0,3.477400064468384
0.0,NA,70.0,11.0,0.0,0.0,1.0,2.5411999225616455
1.0,1.0,63.0,12.0,0.0,0.0,1.0,2.9423999786376953
1.0,5.0,31.0,12.0,1.0,1.0,0.0,2.273699998855591
1.0,4.0,42.0,12.0,1.0,1.0,0.0,2.273699998855591
1.0,10.0,73.0,6.0,1.0,1.0,1.0,0.8025000095367432
1.0,NA,34.0,13.0,0.0,1.0,1.0,2.273699998855591
0.0,NA,22.0,11.0,0.0,0.0,0.0,2.273699998855591
1.0,NA,43.0,14.0,0.0,0.0,0.0,2.9423999786376953
1.0,6.0,47.0,15.0,0.0,1.0,1.0,14.879599571228027
NA,NA,74.0,18.0,0.0,1.0,1.0,4.012400150299072
1.0,0.0,40.0,14.0,0.0,1.0,1.0,8.827300071716309
0.0,0.0,38.0,14.0,0.0,1.0,1.0,4.814899921417236
0.0,2.0,43.0,14.0,0.0,0.0,0.0,2.273699998855591
0.0,NA,41.0,14.0,0.0,0.0,0.0,2.5411999225616455
0.0,NA,39.0,16.0,0.0,1.0,1.0,14.879599571228027
1.0,0.0,51.0,16.0,0.0,0.0,1.0,14.879599571228027
1.0,0.0,39.0,17.0,0.0,0.0,1.0,10.699799537658691
1.0,NA,33.0,12.0,0.0,1.0,1.0,8.827300071716309
0.0,2.0,42.0,14.0,0.0,0.0,0.0,4.012400150299072
NA,NA,44.0,12.0,0.0,1.0,1.0,10.699799537658691
0.0,NA,53.0,14.0,0.0,0.0,1.0,2.006200075149536
1.0,1.0,55.0,12.0,0.0,1.0,1.0,7.222300052642822
NA,4.0,37.0,13.0,1.0,1.0,1.0,4.814899921417236
0.0,6.0,26.0,12.0,0.0,0.0,0.0,2.9423999786376953
0.0,NA,51.0,16.0,1.0,0.0,0.0,NA
1.0,7.0,37.0,13.0,0.0,0.0,0.0,2.273699998855591
0.0,NA,31.0,12.0,1.0,0.0,0.0,NA
0.0,NA,21.0,10.0,0.0,1.0,0.0,NA
1.0,NA,41.0,12.0,0.0,1.0,0.0,3.477400064468384
1.0,NA,49.0,20.0,0.0,1.0,1.0,7.222300052642822
1.0,3.0,40.0,13.0,0.0,0.0,1.0,14.879599571228027
